id,text,sentiment,human_sentiment
1231,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",0,neutral
1232,"RT @SRIG911: After #China, #Russia may ban some @Apple products, fearing #espionage: 

http://t.co/uJUZ2SWqgD http://t.co/5dJC9KeUqP",0,neutral
1233,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh.",-1,negative
1234,Dear @Apple can yall please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 monthd,-1,negative
1235,RT @marisalovexox: My phone went from 78% to 21% @apple please tell me how that is mathematically possible,-1,negative
1236,@Apple accused of deleting songs from #iPods without users' knowledge http://t.co/hujK0yawTO,-1,negative
1237,@apple thanks for making the shittiest chargers,-1,negative
1238,"'#Trademark Confusion: While @Apple App Store #Trademark was rejected in Australia, it's been approved in Europe &amp;...http://t.co/eAsponshkf'",0,neutral
1239,"Congrats to @Apple, Mary Sotos @WorldResources  for Green Power Leadership Awards at REM14 @GreeneMarktplc  http://t.co/ssrfEyx4Sf",1,positive
1240,Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???,-1,negative
1241,Any other #iPhone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple,-1,negative
1242,@renoxalex @Apple or hang loose ???,0,neutral
1243,@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !,-1,negative
1244,@apple U need to get ur fucking shit together and let me txt while on YouTube,-1,negative
1245,"Who in the hell @apple thought, let's put the volume display in front of a video. Absolutely dumb. Miss video every time you adjust volume.",-1,negative
1246,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f,-1,negative
1247,Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT,0,neutral
1248,@Apple iSchool? http://t.co/Wh7sh5uDov #education @applenws,0,neutral
1249,"Y'all petty as hell, @Apple...",-1,negative
1250,@Apple needs an iCreep app,0,neutral
1251,RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.,1,positive
1252,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/Eyv06mibko",0,neutral
1253,"Apple: quarter 2014Q3 EPS is $1.42. Use it at #free App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS",0,neutral
1254,"@carlquintanilla Thanks for all the #AAPL coverage, we're all so deeply invested in this one stock; in my biz you can't ignore it....",0,neutral
1255,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,-1,negative
1256,"Apple plans big India push with 500 stores $AAPL #aapl
http://t.co/T9btLKHl74",0,neutral
1257,@swerviinnn @Apple you are very hostile tn,-1,negative
1258,FUCK ALL FUCK IT ALL IM SOOOOO SLEEP FIX YOUR SHIT @APPLE,-1,negative
1259,Why are your phone chargers so terrible @apple Fix this @Jesus,-1,negative
1260,"#AAPL iPad wins in ranking for best Android tablets - Seems reasonable, right? http://t.co/uJGixPbfQG",1,positive
1261,"Fans scramble for #iPod Classic, the music player #Apple killed off #aapl

http://t.co/ARjJvuI3b6",0,neutral
1262,@Apple fix your ios8 garbage software mix in an update ASAP,-1,negative
1263,FUCK @apple,-1,negative
1264,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.,-1,negative
1265,.@Apple &amp; @Google At Work: The Enterprise Challenge - Julie M. Anderson via @InformationWeek http://t.co/HRhlCh1Qnh http://t.co/FebdhGw6Rq,0,neutral
1266,"Cheap Chromebooks teach Apple a lesson: Price matters $AAPL #aapl
http://t.co/GUC5yr4cMf",0,neutral
1267,my laptop battery went straight from 60% to 3% @apple,-1,negative
1268,@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE,-1,negative
1269,My office for today #RemoteSupport #TechLife @Apple http://t.co/IY0xAufNTP,0,neutral
1270,#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.,0,neutral
1271,when this  iwatch finna drop fam @apple,0,neutral
1272,@MazeOnPace @Apple Product Line competes with itself. iPhone6+ vs. iPad. Who needs an iPad any longer!?,0,neutral
1273,"Apple: Market Maker Price Range Forecast Update $AAPL #aapl
http://t.co/pxOoOAKuy8",0,neutral
1274,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4",0,neutral
1275,"Apple to Open New Research Site in Japan $AAPL #aapl
http://t.co/od40Ru1XvE",0,neutral
1276,@apple yo these new headphones i got with my 6 dont work so send me some new ones. Ill dm u my address,-1,negative
1277,Just been handed this @apple device to fix ..m.. owner doesn't fancy waiting .... #nowounder http://t.co/Op8YZAOJk0,-1,negative
1278,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B #AAPL,-1,negative
1279,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian",-1,negative
1280,#edgf14 Jane Horvath (director of global #privacy @Apple) is speaking,0,neutral
1281,TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg,0,neutral
1282,"Torn between a @googlenexus, @samsungmobile Note 4, or an @apple iPhone...

Lol jk Apple, I have a soul.
Just need to save money for Android",0,neutral
1283,"Apple iPod class action trial to continue temporarily without a plaintiff  $AAPL #aapl
http://t.co/vPvSHOQS47",0,neutral
1284,Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod,0,neutral
1285,ive literally gone through 5 iPhone 5 cords in a little over a year @apple fix this you all suck,-1,negative
1286,"Video Shows Size of 12.2-Inch 'iPad Air Plus' Mockup Next to iPhones, iPads, and MacBook http://t.co/B3V5X45stZ #AAPL",0,neutral
1287,#iscuba 360 degree camera rig cloud mobile gamed to surface #imask @Google @padi @Apple @Samsung @HTC #underwaterwearables #cardboard #pivot,0,neutral
1288,"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now.",-1,negative
1289,@Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,0,neutral
1290,#AAPL:4-inch iPhone 6: Five Reasons Apple Won't Make It...http://t.co/pZaHEFQWLo,0,neutral
1291,I have no more storage left. Fuck you @apple,-1,negative
1292,@DannyRosin @Apple Agreed!,0,neutral
1293,@OneRepublic @Apple So amazing,1,positive
1294,Your iPad game just got shut way down. Like 24K gold way down. http://t.co/Gfcw8Ta0wS (cc: @Apple),-1,negative
1295,why the fuck are all my messages being sent through my email and not phone number @apple,-1,negative
1296,"Yeah +1 thing I'm inspired by is Apple of course. So, Apple++. Here is TV ad from 2002: http://t.co/s5MgeHg9bO @apple #tvad",1,positive
1297,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh,-1,negative
1298,@OneRepublic @Apple Working hard for album 4,0,neutral
1299,"Steve Jobs defends Apple from the grave in iPod lawsuit 
$AAPL #aapl
http://t.co/L5rxeW2zKp",0,neutral
1300,Great FCP X update from @apple today. That will do nicely! #video # editing,1,positive
1301,That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK,-1,negative
1302,@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.,-1,negative
1303,My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,-1,negative
1304,Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple,-1,negative
1305,Explore all the Apple rumours for 2015 http://t.co/dFfeIjBDZE #Apple2015 #TechIreland @Apple http://t.co/M6vrskWmLF,0,neutral
1306,s/o to @apple for charging me for two ringtones and then not letting me use them. #ThanksObama,-1,negative
1307,Wouldn't be a bad idea to bring back the tap to tweet function guys @apple @twitter,0,neutral
1308,Yo @apple I didn't need a subject line for my text &amp; iMessages folk.,0,neutral
1309,"11am and 20% battery. Die, @apple",-1,negative
1310,Thank you @apple,1,positive
1311,"#realworld #etnui #magicleap #spin @Google @HTC @Apple @Samsung @magicleap this is a collection of dreams, thoughts, and discussions I share",0,neutral
1312,"#iPhone6, #6 Plus Availability And Wait Time Update: @Apple [#Apple] Store, Verizon .... (#Sunday, 7 #December) http://t.co/OyrnRBvtse",0,neutral
1313,"Finally updated #iPhone to IOs 8 something, thanks @apple for more shit we don't need. #seriously, thanks a trillion. http://t.co/JK2LnVs4JW",-1,negative
1314,Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,-1,negative
1315,"As the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple",-1,negative
1316,@apple yo when ya coming out with the charger case for the 6? Hurr Up,-1,negative
1317,Thanks @apple for 'Keep Newer' when transferring files from a local hard drive to a server.,1,positive
1318,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple,-1,negative
1319,Dan Nathan: How To Profit From Apple Inc. (AAPL) Stock? http://t.co/JzTjVsJKhj #AAPL,0,neutral
1320,@swerviinnn @Apple maybe stop being a whore for once and sleep,-1,negative
1321,Apple Inc. Deleted Non-iTunes Music Off iPods http://t.co/UE6JaM5vc3 #AAPL,0,neutral
1322,Being held hostage at @apple - They are replacing the whole phone. Last backup at 630 a.m. this morning so anything since was byebyebye.,-1,negative
1323,"Apple Inc. vs Google Inc: The Battle Of The Tech Giants $AAPL #aapl
http://t.co/JrU4mZeGcG",0,neutral
1324,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt",-1,negative
1325,Pretty bad @apple my #iphone5 has 20%life left and it is only 11am.,-1,negative
1326,@apple pls make better chargers :),-1,negative
1327,"RT @JPDesloges: Why Apple  Is Poised to Have a Record-Breaking Holiday Season $AAPL #aapl
http://t.co/bTK0MWUBa6",1,positive
1328,"@apple @testflightapp You should tell testers that if using Gmail on iOS, your app won't work. Doesn't tell testers at all.",-1,negative
1329,"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple http://t.co/xZ4Wb3dm73",-1,negative
1330,Full-Time #Trader? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal http://t.co/JH7BMS1Kgb,0,neutral
1331,RT @peterpham: Bought my @AugustSmartLock at the @apple store..pretty good logo match . can't wait to install it! http://t.co/z8VKMhbnR3,1,positive
1332,"The king of the phablets! Apple's iPhone 6 plus is bestseller for past three months - $AAPL #aapl
http://t.co/VNp8xeBow6",1,positive
1333,"the ##Best #iPhone Apps Of The Year, #According To @Apple [#Apple]. (#Monday, 8 #December) http://t.co/VNvaZcNEMP",0,neutral
1334,The UI of the future: Three takeaways from @Apple pioneer Bill Fernandez @ZDNet @jasonhiner http://t.co/lS1u0QFSGh,0,neutral
1335,if i fail poli sci because of this fucking laptop i'm suing @apple,-1,negative
1336,"Apple: Dec 8 Total Trading Daily Profits 2.78/sh  #aapl #Stockaction #trading #Stocks #MKt 
http://t.co/Le2r9f5crg",0,neutral
1337,Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL,0,neutral
1338,6 Reasons #Apple Could Have Fallen 6% Yesterday - Forbes #aapl  http://t.co/8v2qhZG65Z,0,neutral
1339,.@Apple #HealthKit first movers featured at @mHealthsummit | Mobiquity's own @snyder4g also panelist @mhealth14 http://t.co/mrLT6wCnPE,0,neutral
1340,#AAPL:Apple heads to trial over digital music claims...http://t.co/vOpYSuiVKi,0,neutral
1341,"Monday's Analyst Moves: Apple Inc., Chevron Corporation, Starbucks ... http://t.co/WoLR3QcwBy #AAPL",0,neutral
1342,RT @fakebananas: Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc,1,positive
1343,#SteveJobs Predicted The Future Of #ECommerce Back In 1996 And Got It Exactly Right #aapl http://t.co/uKFVal2EAU,0,neutral
1344,"APPLE Intraday Comments - Updated. RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",0,neutral
1345,Ok I muted the groupchat but I still get notifications uhm @apple what the hell,-1,negative
1346,"#Verr?cktes #Ger?cht: #iPhone6s zum @Apple [#Apple] Watch. (#Thursday, 4 #December) http://t.co/RZQ20daDNt",0,neutral
1347,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person",-1,negative
1348,Dear @Apple I would like an #iMac with touch screen more than a watch,0,neutral
1349,"Hey @Apple, every time you update iTunes you make it worse. And worse. #DontUpdateiTunes",-1,negative
1350,my alarm was set the ringer was on and it just refused to work fuck u @apple,-1,negative
1351,"RT @JPDesloges: Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL",0,neutral
1352,Apple Is Warming Up To Social Media: Apple is hiring a social media guru in L.A. Will @Apple fin... http://t.co/cO00B5KQOi #startup #nyc,0,neutral
1353,"hey @apple why is my phone dying when it's on the charger 
ur stuff sucks",-1,negative
1354,Steve Wozniak tries to gut the legacy of the late Steve Jobs. #uncool @apple http://t.co/ccPbgibI7B via @BloombergTV,-1,negative
1355,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL,0,neutral
1356,"Former Apple Inc. Supply Manager Sentenced To Prison, Fined $4.5 Million For Corporate Espionage  $AAPL #aapl
http://t.co/snXCwUk1pI",-1,negative
1357,Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it,-1,negative
1358,RT Different is Normal http://t.co/6cbUmYzRlm + #FrankCaliendo #IanSomerhalder #RyanDorsey #DanBilzerian #AAPL,0,neutral
1359,Sorry @samsung but I will be taking my smartphone talents over to @Apple. The iphone 6 is more reliable &amp; is better for everyday usage.,1,positive
1360,My iPhones working without a SIM card on 3G (not on wifi) #wtf @apple,0,neutral
1361,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5",0,neutral
1362,"Photo: Caf揭 Mac @Apple: check, Shady Groove @Google: check. For not being a techie, I seem to frequent... http://t.co/RpFTxGAr5L",0,neutral
1363,Dash now accepts #ApplePay. @apple Thanks @braintree for making this happen #mobilepayments #paywithdash http://t.co/OxWmavCScN,1,positive
1364,RT @SanfordDiday: New @Apple Patent From PrimeSense Covers Kinect-Style 3D Space痒Mapping http://t.co/RKEV5meNtM via @techcrunch #cooltech,0,neutral
1365,@HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal,0,neutral
1366,You'd think safari would work well since it's an apple product but no it's been freezing constantly. Such crap products @apple,-1,negative
1367,"#iPhone6, #6 Plus trigger spike in @Apple [#Apple] sales worldwide. (#Thursday, 4 #December) http://t.co/L6axoBrifm",0,neutral
1368,@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!,1,positive
1369,"Apple:Dec 2 Trading Daily Profit $3.34/sh, Weekly Profits of $13.37/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/ISJv7tZk0l",0,neutral
1370,RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC,1,positive
1371,I'm still mad @apple,-1,negative
1372,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx",0,neutral
1373,"A for @Apple 
A for @adnantariqbajwa
A for @air_mun http://t.co/NguX60BCr1",0,neutral
1374,Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.,-1,negative
1375,@apple when are you going to fix the maps app. The navigation sucks!!! Face it and just switch to google maps.,-1,negative
1376,"What Every Young #Designer Should Know, From Legendary @Apple Designer Susan Kare
http://t.co/7vqhjJ7BWC http://t.co/NHthTHaG3g",0,neutral
1377,My phone died on 23% @apple what the fuck is this,-1,negative
1378,"iPod replaced. If I never have to set foot in an @apple store again, the world will be a better place.",-1,negative
1379,In the market to create more videos with my students @Apple #Macbook http://t.co/bAn4z2BPRQ via @donorschoose,0,neutral
1380,"@Apple - What if I don't want my money going to Africa to fight AIDS?  We have problems here we need to fight.

#apple #africa @cnn #cnn",-1,negative
1381,Why isn't @Apple on Twitter? http://t.co/J37ja6MrpE,0,neutral
1382,@Anna_Cochrane @Apple Shouldn't you be out walking Anna? Pick me up a iPhone 6 128g while you're there. I can DM an address.,0,neutral
1383,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL,0,neutral
1384,@OneRepublic @Apple Thanks for sharing pics. Awesome guys! :),1,positive
1385,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA,1,positive
1386,The stage is set at @apple #cwb for @edwardkb @lielaineyl @cc_nimbu @jethromullen Vivien Liu #instasavvy http://t.co/51HQnC7S2O,0,neutral
1387,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/W5X6P2CgAw",0,neutral
1388,#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa,0,neutral
1389,"#mkt Final #AAPL #PutCallRatios for Friday, December 5, 2014:  http://t.co/lvK2RfkfBB",0,neutral
1390,"Apple MacBook (鶯949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/0cuTGtm7fF",0,neutral
1391,i went from @Samsungtweets to @apple #overnight #whathappened,0,neutral
1392,itunes is awful &amp; is ruining my life fix your shit @apple,-1,negative
1393,@Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch #tech #iphone #business #innovation,0,neutral
1394,hey @apple fuck you,-1,negative
1395,Never ever buy an @apple itouch they are worthless,-1,negative
1396,what the hell why did lucy's songs just delete off my phone I HATW YOU @iTunesMusic @apple,-1,negative
1397,"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH",0,neutral
1398,Lmao oh my god why the fuck did it autocorrect it from 'gonna' to 'finna' ahahahah @apple u ghetto child ass youuu http://t.co/H9x2YCwx0T,-1,negative
1399,#ios8 upgrade creates #cutandpaste problems @apple not impressed. Anyone else ha,-1,negative
1400,#Apple Campus 2 December 2014 update + Drone Flyover video - http://t.co/WvHhksxGD3 #AAPL #CompanyTagged http://t.co/x3B0qMBvkp,0,neutral
1401,"42% believe #iPhone6 won't be available this Christmas, survey says http://t.co/ARjdahF9bm via @CNET #aapl",0,neutral
1402,@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks,-1,negative
1403,Fuck you @Apple my phone has been searching for service for almost a complete day,-1,negative
1404,@Shagale @apple why'd you do this to us?!,-1,negative
1405,I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple,-1,negative
1406,Wtf.. My phone is in do not disturb and I'm still getting notifications.. Fix this shit @Applebees @apple,-1,negative
1407,"How many @Apple products does it take to write a paper? 

Photo credit: iPhone http://t.co/QBtDib92Lo",0,neutral
1408,"Can't get a new iPhone 6? How about these free Apple shares....
http://t.co/UPgQSDVrxP  #investing  #stocks #aapl http://t.co/EQYG01tPna",0,neutral
1409,fuck you for BREAKING MY MUSIC @apple,-1,negative
1410,@fullcircleone ThanX! Big @Apple ThanX goes 2 @stackizshort &amp; @Rebelutionary_Z on the ground #Ferguson2NYC #BlackLivesMatter #ICantBreathe,1,positive
1411,@BmoneySlamdog23 @Apple every time I type the word yA it capitalizes the a. Drives me nuts.,-1,negative
1412,@Apple is becoming very petty about not allowing certain Apple Dev resources work in Chrome.,-1,negative
1413,@Apple lawsuit could collapse as new #evidence comes to fore http://t.co/w3h3JSDFLq,0,neutral
1414,"@OneRepublic @Apple that looks amazing, don't think anyone can say they recorded music on a plane haha",1,positive
1415,"Early Movers: BIG, DLTR, THI, #AAPL, FIVE &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/GBlMWzOcQO",0,neutral
1416,First @Apple logo was designed by co-founder Ronald Wayne. Drawing of Isaac Newton reading a book under an apple tree,0,neutral
1417,"Apple Inc. Leads Momentum Stocks, Tesla Motors Inc Loses Steam http://t.co/4eviw5kcsz #AAPL",0,neutral
1418,"$AAPL as expected, some users still like small screens, iPhone 6 mini reportedly on its way #AAPL http://t.co/QDj4eBlP6H",0,neutral
1419,"Five Apple predictions for 2015. I disagree absolutely, apple will have an incredible holiday season! #aapl 130$ http://t.co/GYJAJevWoz",1,positive
1420,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple.",-1,negative
1421,#Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. #Apple @Apple,-1,negative
1422,"But I'm beyond thankful for the help @Apple gave me today. Computer was defective and they replaced it, while I just payed the difference",1,positive
1423,"http://t.co/hpC7p1rHvA
need help on using your #Apple #iPhone6 &amp; #iPhone6Plus ? #checkitout
@applenws @apple http://t.co/K3fQHPazMc",0,neutral
1424,"#Meet #Elevate, @Apple [#Apple]'s Pick For Best #iPhone App Of the #Year. (#Monday, 8 #December) http://t.co/ouS5IygQ1k",0,neutral
1425,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF",0,neutral
1426,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+,-1,negative
1427,"Apple Gets Price Target Boost on Back of Strong iPhone Demand $AAPL #aapl
http://t.co/ciGlB3SYfl",0,neutral
1428,Is Apple The Most Important Stock On Earth? http://t.co/gXoZJYZdNy #AAPL,0,neutral
1429,@AzakFeverAFC @Apple Do you need Intel. Dm. JW.,0,neutral
1430,@Apple planning to strengthen #India presence with 500 stores across #cities and #towns http://t.co/FbJHxEl328,0,neutral
1431,"Your OSX built in @firefox #keylogger had been provided by @apple !!
https://t.co/ULMcDsEcin",0,neutral
1432,@cynthialanel @twitter silicon valley as a whole needs to step up the same 2% @google @yahoo @facebook @apple http://t.co/e2yGDaL3ge,0,neutral
1433,took me an hour (half of it was decided in a bubble bath) that I cannot download iOS 8. I hate you @apple @EE,-1,negative
1434,Just did my first transaction with @Apple Pay using my @Chase card. Very neat.,1,positive
1435,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,-1,negative
1436,"See Which 11 Guru Fund Managers Hold Apple $AAPL #aapl
http://t.co/NDlLVROPDb",0,neutral
1437,Few spots left @WWCLondon's 10 Dec event @Apple w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen... http://t.co/2XLmDI61HF,0,neutral
1438,Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL,0,neutral
1439,@MrBeagleman @Kronykal @Apple That coffee's not even fair trade!,-1,negative
1440,New @Apple Patent From PrimeSense Covers Kinect-Style 3D Space痒Mapping http://t.co/RKEV5meNtM via @techcrunch #cooltech,0,neutral
1441,There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.,-1,negative
1442,"In the @Apple iPod antitrust case, recent development - Plaintiffs may never have bought the iPods in the first place http://t.co/ivBJa2YJgM",0,neutral
1443,"Brooklyn finally getting an #Apple Store, expected to open in April 2015 - http://t.co/ceZsxzL7SS #AAPL #DiscussBrooklyn",0,neutral
1444,@Apple why is flag next to delete in email? Wouldn't it make more sense next to Mark as unread on the other side? accidentally deleting,-1,negative
1445,wtf is my conputer doing I left it alone for five minutes and it does this?? help @apple @billgates http://t.co/KTmXOrp03w,-1,negative
1446,RT @Metzzler: Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks,-1,negative
1447,"RT @uTunes3000: Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews",-1,negative
1448,"Apple Is Reportedly Planning A 12-Inch iPad That Will Be Like Microsoft's Surface $AAPL #aapl
http://t.co/ahKJeeKqdi",0,neutral
1449,Apple Inc. Flash Crash: What You Need to Know http://t.co/Ko9PT6yuMV #AAPL,0,neutral
1450,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely,0,neutral
1451,@apple  #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!,-1,negative
1452,.@Apple needs to consider these emoji's! I REALLY NEED THEM IN MY LIFE!!! http://t.co/HYpcrcgJ44 via @buzzfeed,0,neutral
1453,First to own 2600 digital languages is the NEW leader of the Internet. .@Samsung  .@google .@apple .@Micromax_Mobile #onlinegaming  .@WoW_en,0,neutral
1454,"@Apple [#Apple] #sales soar after launch of #iPhone6. (#Wednesday, 3 #December) http://t.co/QrV3LxeVgm",1,positive
1455,if my phone dies mid tweet I will SUE you @apple,-1,negative
1456,"Apple could release 4-inch iPhone 6 Mini next year $AAPL #aapl
http://t.co/lyomrvbCe0",0,neutral
1457,"Dear @Apple, I place all my browser eggs in the #Safari basket. Guess what? Safari is broken, please fix the release you pulled. #FAIL",-1,negative
1458,@swerviinnn @Apple multiply by 100,0,neutral
1459,MY T-MOBILE/APPLE CELLULAR HELL! http://t.co/Gs9wNwmawu @apple @TMobile #iPhone6 #iPhone6Plus #Apple #TMobile #tech http://t.co/auHhLb0Plv,-1,negative
1460,"Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt",0,neutral
1461,@OneRepublic @Apple this is awesome! Can I join?,1,positive
1462,#IPhone6 #Plus Captures 41% of US #phablet Sales #aapl http://t.co/pbM5D7Z7Gw,0,neutral
1463,"MUST READ: Apple's iPhone 6 China Unicom Lead-Times $AAPL #aapl
http://t.co/KgB8fuFlo3",0,neutral
1464,"RT @ace_kit_uk: Apple MacBook (鶯949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",0,neutral
1465,"New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It  $AAPL #aapl
http://t.co/jmpX51PCgL",0,neutral
1466,Holiday weekend @apple v #android who came out on top? http://t.co/WEpQ4CunCr http://t.co/pNX4QKuymh,0,neutral
1467,"@5wa Haha, @Apple techs seeing the #CondoSeniors cookery should jump at opportunity! ;-)",0,neutral
1468,"FBI investigates iPad school programme $AAPL #aapl
http://t.co/s5ymu0u1Rb",0,neutral
1469,"RT @aaaron: Insanely great news. @adroll teams up with @apple for iAds programmatic launch
http://t.co/l5flNuBtBa",1,positive
1470,"Apple plans to build a technical center in Yokohama, Japan, adding 'dozens of jobs.' http://t.co/sZKNKcE5iN #AAPL",0,neutral
1471,"@Apple #Pay Or @google #Wallet: Which is Better?
#BiztechLTD
http://t.co/gZXeMYRwln http://t.co/stDkprq0SR",0,neutral
1472,Former Apple Inc. Exec Gets A Year In Prison For Selling Secrets http://t.co/6Ya9YQwVlR #AAPL,-1,negative
1473,@ggwpapple higher ups can link that link back to your @apple.com email address,0,neutral
1474,my iphone6 plus is impossible to hold without a cover it slides out if my hand #apple #iphone @apple,-1,negative
1475,RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb,0,neutral
1476,"#aapl might invest in #Tsla to increase R&amp;D plus increase production multi-folds in EV Cars, SUV,s. By 2015 most of US &amp; China-Supercharged.",0,neutral
