id,tweet_text,labeled_brand_or_product,detected_emotion,human_sentiment
6551,RT @mention They have very little need for parents anymore [comment on child playing with iPad] ���@mention #connectedbrands #SXSW,,No emotion toward brand or product,neutral
6552,So @mention thinks I may have coined a new term: &quot;apptrophy.&quot; It's what happens to unused iPhone apps. They have disuse apptrophy. #SXSW,iPad or iPhone App,No emotion toward brand or product,neutral
6553,"RT @mention This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",Google,Positive emotion,positive
6554,RT @mention This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train: {link},iPhone,Positive emotion,positive
6555,RT @mention This could be the first big news out of #sxsw... {link}  Google building new social framework.,,No emotion toward brand or product,neutral
6556,RT @mention This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,,No emotion toward brand or product,neutral
6557,RT @mention This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,iPad,Negative emotion,negative
6558,RT @mention This guy next to me is using his ipad 2 as a periscope. #sxsw,,No emotion toward brand or product,neutral
6559,RT @mention This is a #WINNING picture #android #google #sxsw {link},,No emotion toward brand or product,neutral
6560,RT @mention This is awesome....   How I got an iPad 2 during #SXSW! {link} @mention via @mention,iPad,Positive emotion,positive
6561,RT @mention This is one of the three best apps we've seen at #SXSW {link},iPad or iPhone App,Positive emotion,positive
6562,RT @mention This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,Google,Positive emotion,positive
6563,"RT @mention This morning at #SXSW: the resurgence of print design, iPad design for boomers, &amp; the NYT on grid layouts. Also, gatorade. #vom",,No emotion toward brand or product,neutral
6564,RT @mention THIS was the best thing I saw at #SXSW tonight. RT @mention Security guards protecting iPad 2. Awesome. {link},,No emotion toward brand or product,neutral
6565,RT @mention This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,,No emotion toward brand or product,neutral
6566,RT @mention Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,Apple,Positive emotion,positive
6567,"RT @mention Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",,No emotion toward brand or product,neutral
6568,"RT @mention Tim O'Reilly his Web 2.0 definition -firms tht survived built value frm consumer-generated data. eBay,Amazon,Google. #sxsw",,No emotion toward brand or product,neutral
6569,"RT @mention Tim O'Reilly Web 2.0 definition -companies that survived built value from consumer-generated data. eBay, Amazon, Google #sxsw",,No emotion toward brand or product,neutral
6570,RT @mention Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #openexhibits #sxsw,iPhone,Positive emotion,positive
6571,RT @mention Time to #wakeuplaughing @mention for #iPhone is on the #AppStore! iTun.es/iFR3Dw #sxsw,,Positive emotion,positive
6572,"RT @mention tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw",,No emotion toward brand or product,neutral
6573,"RT @mention Tips from Google's @mention fewer people on teams, and think by making. Prototyping is key. #agileagency #sxsw",Google,No emotion toward brand or product,neutral
6574,"RT @mention To all our #SXSW friends, don't forget to download the #SXSWGO iPhone/iPad app. {link}",,No emotion toward brand or product,neutral
6575,RT @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,iPad,Positive emotion,positive
6576,"RT @mention To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",,No emotion toward brand or product,neutral
6577,"RT @mention Today at #SXSW: Bulletproof UX strategy, games &amp; design patterns with Google, and the anatomy of a design decision.",,No emotion toward brand or product,neutral
6578,RT @mention Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success. #newsapps #sxsw,,No emotion toward brand or product,neutral
6579,"RT @mention Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",,No emotion toward brand or product,neutral
6580,"RT @mention Tomorrow's panel on #CSS features folks from Opera, Chrome, IE, Mozilla &amp; W3C. Apple is downstairs selling iPads #sxsw",,No emotion toward brand or product,neutral
6581,"RT @mention Tomorrow's panel on #CSS panel features folks from Opera, Chrome, IE, Mozilla and W3C. Apple is downstairs selling iPads. Ahem. #sxsw #apple",,No emotion toward brand or product,neutral
6582,"RT @mention Tonight, @mention is checking out The Kills &amp; @mention is checking out the GSD&amp;M/Google party. Come say hi. #sxsw #sxswi",,No emotion toward brand or product,neutral
6583,"RT @mention Tonight, @mention is checking out The Kills and @mention is checking out the GSD&amp;M/Google party. Come say hi. #sxsw #sxswi #music",,No emotion toward brand or product,neutral
6584,RT @mention toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the... {link},,No emotion toward brand or product,neutral
6585,RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011,,No emotion toward brand or product,neutral
6586,RT @mention TRON has an amazing idea for their blue ray release. 2nd screen ipad app that syncs with the movie to follow additional content. #SXSW,iPad or iPhone App,Positive emotion,positive
6587,RT @mention True? RT @mention It's not a rumor: Apple opening temporary store in downtown Austin 4 #SXSW &amp; iPad 2 launch: {link},Apple,Positive emotion,positive
6588,RT @mention Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},Google,Positive emotion,positive
6589,"RT @mention Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",iPad or iPhone App,Positive emotion,positive
6590,"RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give m��_ (cont) {link}",,No emotion toward brand or product,neutral
6591,"RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me ... {link}",,No emotion toward brand or product,neutral
6592,"RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT&quot;",,No emotion toward brand or product,neutral
6593,"RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW me liberty and/or a free #sxswpass",,No emotion toward brand or product,neutral
6594,"RT @mention Tweet to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass&quot;",,No emotion toward brand or product,neutral
6595,RT @mention U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,,No emotion toward brand or product,neutral
6596,RT @mention UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention,,No emotion toward brand or product,neutral
6597,"RT @mention Uh oh. :-\ RT @mention I left my WHITE iPhone 4 in a cab in Austin at #SXSW  Internet, please help.",,No emotion toward brand or product,neutral
6598,RT @mention umm that would be @mention ���@mention I keep winning shit! Thanks @mention for the killer iPad case. #sxsw�۝,iPad,Positive emotion,positive
6599,RT @mention Unloading the iPads  {link} #sxsw #apple #ipad2,,No emotion toward brand or product,neutral
6600,RT @mention Update #Recco! {link} Which #SXSW panels/parties are def good times? Follow friends who've been there b4 if you're a newbie.,,No emotion toward brand or product,neutral
6601,RT @mention Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},iPad or iPhone App,Positive emotion,positive
6602,RT @mention Updated: #HBS StartupTribe meets at #SXSW Sat 3/12 4pm {link} Drinks + alumni + students. Check back 4 changes,,No emotion toward brand or product,neutral
6603,RT @mention Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,,No emotion toward brand or product,neutral
6604,"RT @mention Use question/answer, ask/receive kind of model in iPad app design. Give and take. Entice them to ask more. @mention #tapworthy #sxsw",,No emotion toward brand or product,neutral
6605,"RT @mention Used to be that only the small upstarts (Twitter) played at SXSW. Not the big guys making moves: Apple, Google. #sxsw",,No emotion toward brand or product,neutral
6606,"RT @mention V.Interesting... RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,positive
6607,RT @mention Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,iPad or iPhone App,Positive emotion,positive
6608,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross #japan: {link} #sxswcares #sxsw  (Pls RT),,No emotion toward brand or product,neutral
6609,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxsw #quake,,No emotion toward brand or product,neutral
6610,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake,,No emotion toward brand or product,neutral
6611,RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),,No emotion toward brand or product,neutral
6612,RT @mention Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now),iPad or iPhone App,Positive emotion,positive
6613,RT @mention Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link},Apple,Positive emotion,positive
6614,RT @mention Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link} #sxsw #apple,,Positive emotion,positive
6615,RT @mention Very smart. RT @mention $AAPL to open pop up store for iPad 2 sales at #SXSW {link},Apple,Positive emotion,positive
6616,RT @mention via @mention - #Apple set to open temp store in downtown #Austin during #SXSW - {link}  #iPad2,,No emotion toward brand or product,neutral
6617,"RT @mention via @mention Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw",Apple,Positive emotion,positive
6618,RT @mention video from the popup Apple store: {link} #sxsw #sxswi,,No emotion toward brand or product,neutral
6619,RT @mention Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link},,No emotion toward brand or product,neutral
6620,RT @mention Video of the first #iPad2 unboxing outside the #Apple Store at #SXSW coming up as soon as I can find decent WiFi,iPad,Positive emotion,positive
6621,RT @mention VIDEO: Google: &quot;It Gets Better&quot;  // featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},,No emotion toward brand or product,neutral
6622,RT @mention VIDEO: Google: &quot;It Gets Better&quot;  // One of them is featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},,No emotion toward brand or product,neutral
6623,"RT @mention Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",,No emotion toward brand or product,neutral
6624,Debating on visiting the Apple pop-up store... #byebyemoney #sxsw,,No emotion toward brand or product,neutral
6625,So @mention vs @mention vs @mention at #SXSW. Things are heating up! &quot;Google offers check-in rewards &amp; titles&quot; {link} - #lbs,Google,Positive emotion,positive
6626,"RT @mention W/ the core week of data still to come, @mention searches for #SXSW are up +23% vs. '10. (Source: Trends) #measure   {link}",,No emotion toward brand or product,neutral
6627,RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,positive
6628,RT @mention Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw,,No emotion toward brand or product,neutral
6629,RT @mention Waiting this line has been awesome because of the South African Contingent.  #sxswsa #SXSW #Apple {link},,No emotion toward brand or product,neutral
6630,"RT @mention Walkin down the street @mention is navigating via Google, I'm tweeting and random guy is yelping!! Welcome to #SXSW!! #usguys",,No emotion toward brand or product,neutral
6631,RT @mention Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,,No emotion toward brand or product,neutral
6632,RT @mention Walking through the trade show at #sxsw is basically swapping 10 business cards for chances to win 10 different iPad 2s.,,No emotion toward brand or product,neutral
6633,RT @mention Wanna know where the fast cellular signal is at #SXSW? Get Coverage: Austin for iOS (FREE) for detailed maps - {link},,No emotion toward brand or product,neutral
6634,RT @mention Want a free juice pack air for iphone 4? At #SXSW? We�۪ll be giving away 5 at a to-be-announced location. Stay tuned!,,No emotion toward brand or product,neutral
6635,RT @mention Want a taste of the artists at this year's #sxsw? Here's a free mix put out by iTunes: {link},,No emotion toward brand or product,neutral
6636,RT @mention want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,,No emotion toward brand or product,neutral
6637,RT @mention Want to win a free #iPad 2? Are you at or attending #SXSW? Details are here: {link},,Positive emotion,positive
6638,RT @mention Want to win a ticket (1) to the #SXSW party? Rules are simple! {link} | Android Unite - Android News To The Masses #Android,,No emotion toward brand or product,neutral
6639,RT @mention Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping b ...,,No emotion toward brand or product,neutral
6640,RT @mention Watch this @mention #sxsw {link},,No emotion toward brand or product,neutral
6641,"RT @mention Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",,No emotion toward brand or product,neutral
6642,RT @mention Watching the iPad-made movie at #busy makes me wish I was at whatever party they were at when they made it instead of... here. #SXSW,,No emotion toward brand or product,neutral
6643,"RT @mention We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",iPad,Positive emotion,positive
6644,RT @mention We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,iPad,Positive emotion,positive
6645,RT @mention We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},,No emotion toward brand or product,neutral
6646,RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},,No emotion toward brand or product,neutral
6647,"RT @mention We can't talk about liquid exp. without talking about the Kindle. Showing examples of web, kindle and iPhone versions. #liquidux #SXSW",,No emotion toward brand or product,neutral
6648,RT @mention We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win,iPad,Positive emotion,positive
6649,RT @mention We have release Android App for Cluster -&gt; {link} #sxsw,,No emotion toward brand or product,neutral
6650,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,,No emotion toward brand or product,neutral
6651,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles // this is HUGE!,,No emotion toward brand or product,neutral
6652,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles #socbiz,,No emotion toward brand or product,neutral
6653,RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,,No emotion toward brand or product,neutral
6654,RT @mention We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},iPad or iPhone App,Positive emotion,positive
6655,RT @mention We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,Positive emotion,positive
6656,"RT @mention We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",Apple,Positive emotion,positive
6657,"RT @mention We lose hour 2nite. #SxSW attendees will blame Microsoft, Apple will get credit 4 fixing it b4 Christmas.",Apple,Positive emotion,positive
6658,"RT @mention We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,neutral
6659,RT @mention We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,Positive emotion,positive
6660,RT @mention We're at the Lustre Pearl getting ready for our presentation at the Team Android Awards #sxsw,,No emotion toward brand or product,neutral
6661,RT @mention We're co-hosting a cmty mngr meetup w/ @mention @mention @mention at Etsy Austin space on 6th. 6-8p. Google schwag. Come! #sxsw,Google,Positive emotion,positive
6662,RT @mention We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},Android App,Positive emotion,positive
6663,RT @mention We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,,No emotion toward brand or product,neutral
6664,"RT @mention We're giving away a shiny iPad 2 at SXSW Quotables, simply sign up to be entered automatically! &gt;&gt; {link}  #ipad2 #sxsw",,No emotion toward brand or product,neutral
6665,RT @mention We're not launching any products @mention #SXSW. We're doing plenty else. Join us 4 #H4ckers &amp; 80s dancing 2day {link},,No emotion toward brand or product,neutral
6666,RT @mention We're not launching any products at #SXSW but ....Join us for #H4ckers &amp; 80s dancing today {link},,No emotion toward brand or product,neutral
6667,RT @mention We're not launching any products at #SXSW but doing plenty else. Join us for #H4ckers today {link},,No emotion toward brand or product,neutral
6668,RT @mention We're not launching any products at #SXSW but we're doing plenty else. [...] {link},,No emotion toward brand or product,neutral
6669,RT @mention We're not launching any products at #SXSW but we're doing plenty else. [...]//Pensei que iriam lan̤ar o Google Circles,,No emotion toward brand or product,neutral
6670,RT @mention We're not launching any products at #SXSW but we're doing plenty else. {link} &lt;&lt; no circles or new apps ftrs?,,No emotion toward brand or product,neutral
6671,RT @mention We're not launching any products at #SXSW but we're doing plenty else. {link} #googlecircle,,No emotion toward brand or product,neutral
6672,RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us 4 #H4ckers &amp; 80s dancing {link},,No emotion toward brand or product,neutral
6673,RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dan... {link},,No emotion toward brand or product,neutral
6674,RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dancing {link},,No emotion toward brand or product,neutral
6675,RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dancing today {link},,No emotion toward brand or product,neutral
6676,RT @mention We're not launching any products at #SXSW but we're doing plenty else... {link} cc. @mention,,No emotion toward brand or product,neutral
6677,RT @mention We're not launching any products at #SXSW we're doing plenty else. Join us for #H4ckers &amp; 80s dancing {link},,No emotion toward brand or product,neutral
6678,"RT @mention We're officially at #SXSW! Come by the @mention Grill, mention us w/ #zazzlsxsw and you�۪ll get to make your own iPhone case!",,No emotion toward brand or product,neutral
6679,RT @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,,Positive emotion,positive
6680,TR @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone? {link},,No emotion toward brand or product,neutral
6681,RT @mention We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone,iPhone,Positive emotion,positive
6682,"RT @mention Weather changed today at #sxsw, get exclusive weather updates from KXAN Austin's Jim Spencer on @mention {link}",,No emotion toward brand or product,neutral
6683,"RT @mention Web Developers: If you haven�۪t tried New Relic, sign up during #SXSW and enter to win an iPad 2! Come by booth 13 {link}",iPad,Positive emotion,positive
6684,"RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",,I can't tell,neutral
6685,"RT @mention Well hello, #SXSW! Here's a free @mention sampler, to celebrate the festival this year, including Barton Hollow: {link}",,No emotion toward brand or product,neutral
6686,"RT @mention Well hello, #SXSW! Here's a free iTunes sampler, to celebrate the festival this year: {link}",,No emotion toward brand or product,neutral
6687,RT @mention Well. Forget the #NFL #lockout right now. Gonna focus on getting my shinmy new iPad here in 40min #SXSW. Apple makes me happy. NFL does not,iPad,Positive emotion,positive
6688,RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,iPad,Positive emotion,positive
6689,"RT @mention What Digital Tribes can Learn from Native Americans #DgtlTribe #SXSW Oh, and you can Win an iPad too... 11am at the Hyatt.",,No emotion toward brand or product,neutral
6690,RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},,No emotion toward brand or product,neutral
6691,RT @mention What�۪s new with Blogger {link} #blogging #blogger #google #sxsw,,No emotion toward brand or product,neutral
6692,"RT @mention When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",iPad,Positive emotion,positive
6693,"RT @mention When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",Google,Positive emotion,positive
6694,RT @mention When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,Google,Positive emotion,positive
6695,RT @mention When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,,No emotion toward brand or product,neutral
6696,RT @mention When will Google Circles launch? {link} &quot;May have good timing given Twitter? #sxsw,,No emotion toward brand or product,neutral
6697,RT @mention Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,Positive emotion,positive
6698,RT @mention Who is flying to #SXSW and wants some @mention free miles! DM me..i'll shoot you a code. (currently iPhone only),,No emotion toward brand or product,neutral
6699,"RT @mention Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @lepanele
{link}",,No emotion toward brand or product,neutral
6700,RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,Other Google product or service,Negative emotion,negative
6701,RT @mention Whoa. Hang on. I just saw someone without an iPhone!! #SXSW,iPhone,Positive emotion,positive
6702,RT @mention Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},,No emotion toward brand or product,neutral
6703,RT @mention Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mentionW,,No emotion toward brand or product,neutral
6704,RT @mention Will Google Announce Its Own Facebook Clone? - Will #SXSW include an announcement of a product now code... {link},,No emotion toward brand or product,neutral
6705,RT @mention Will Google Circles take on Facebook?  {link} #circles #sxsw,,No emotion toward brand or product,neutral
6706,RT @mention Will Google Circles take on Facebook. {link} #circles #sxsw,,No emotion toward brand or product,neutral
6707,RT @mention Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,,No emotion toward brand or product,neutral
6708,RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link},,No emotion toward brand or product,neutral
6709,RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link} cc. @mention,,No emotion toward brand or product,neutral
6710,RT @mention Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,,No emotion toward brand or product,neutral
6711,"RT @mention Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",,Negative emotion,negative
6712,RT @mention Will we see Google's new Social Network &quot;Circles&quot; today? {link} #SxSW #SxSWi,,No emotion toward brand or product,neutral
6713,"RT @mention William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",,No emotion toward brand or product,neutral
6714,RT @mention Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,Positive emotion,positive
6715,RT @mention Win an #iPad 2! Come meet Aquent Talent Agents and drop your name in at #SXSW Booth 1413 {link},iPad,Positive emotion,positive
6716,RT @mention Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,,I can't tell,neutral
6717,RT @mention Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,,No emotion toward brand or product,neutral
6718,RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link},,No emotion toward brand or product,neutral
6719,RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet,,No emotion toward brand or product,neutral
6720,RT @mention Win free ipad 2 from webdoc.com #sxsw RT,,No emotion toward brand or product,neutral
6721,RT @mention Win free iPad 2 from webdoc.com #sxsw RT,,No emotion toward brand or product,neutral
6722,"RT @mention Win iPad here: RT @mention What #DgtlTribe can Learn from Native Amer TX Ballroom 5-7, 11:00am {link} #sxsw",,No emotion toward brand or product,neutral
6723,RT @mention Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,Positive emotion,positive
6724,RT @mention Wish you went to #sxsw? We got you covered! Day 1 Recap {link} from Coyne's @mention and @mention,,No emotion toward brand or product,neutral
6725,"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",Other Google product or service,Positive emotion,positive
6726,"RT @mention With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",,No emotion toward brand or product,neutral
6727,"RT @mention Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",iPad,Positive emotion,positive
6728,RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention What do YOU think?,,No emotion toward brand or product,neutral
6729,RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,Google,Positive emotion,positive
6730,RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,iPhone,Positive emotion,positive
6731,"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",,Negative emotion,negative
6732,RT @mention Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,Positive emotion,positive
6733,RT @mention Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link},,No emotion toward brand or product,neutral
6734,RT @mention Wonder how many iPads they'll sell there? RT @mention Opening a Pop Up Store at #SXSW {link},,No emotion toward brand or product,neutral
6735,RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,Other Google product or service,Positive emotion,positive
6736,RT @mention Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,No emotion toward brand or product,neutral
6737,RT @mention Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il,iPhone,Positive emotion,positive
6738,RT @mention Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW,,No emotion toward brand or product,neutral
6739,"RT @mention Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}",iPad or iPhone App,Positive emotion,positive
6740,RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,Google,Positive emotion,positive
6741,RT @mention Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},iPad or iPhone App,Positive emotion,positive
6742,"RT @mention Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw",iPad or iPhone App,Positive emotion,positive
6743,"RT @mention Wow, this thing is insanely thin &amp; light. Hold out for the iPad 2. Seriously. #sxsw #mosaicxm  {link}",iPad,Positive emotion,positive
6744,RT @mention Wow. Leo just told a random person on the street he would send her an iPad 2. #TWiT #SXSW,,No emotion toward brand or product,neutral
6745,RT @mention Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW,iPhone,Positive emotion,positive
6746,RT @mention Written in #GWT: the new Blogger interface being shown this week at #SXSW {link},,No emotion toward brand or product,neutral
6747,RT @mention YayRT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,neutral
6748,RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW,Google,Positive emotion,positive
6749,"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}",iPad,Negative emotion,negative
6750,"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  #sxswi",,No emotion toward brand or product,neutral
6751,"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",iPad,Positive emotion,positive
6752,"RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",,No emotion toward brand or product,neutral
6753,RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,positive
